,retweets,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,Time,Year,Month,Date,text_without_stopwords,corpus,hashtags
55,1,"Greg Byrne, NL_Expatriate",1,realDonaldTrump BrianKempGA Milankovitch Cycles cause climate change Obliquity causes Global WarmingPrecession causes Global Tsunamis equinoxes Eccentricity is the triggerCovid is Seasonal FLU Baby Boomer Bust,ExpatriateNl,Earth,False,1331,3829,0.0,0.0,02:17:57,2020,11,14,realDonaldTrump BrianKempGA Milankovitch Cycles cause climate change Obliquity causes Global WarmingPrecession causes Global Tsunamis equinoxes Eccentricity triggerCovid Seasonal FLU Baby Boomer Bust ,realdonaldtrump briankempga milankovitch cycle cause climate change obliquity cause global warmingprecession cause global tsunami equinox eccentricity triggercovid seasonal flu baby boomer bust,"['cause', 'global', 'realdonaldtrump', 'briankempga', 'milankovitch', 'cycle', 'climate', 'change', 'obliquity', 'warmingprecession']"
56,0,Prothom Alo,24,Reactions from halfadozen leading climate scientists to the study which the authors acknowledge is schematic varied sharply ClimateChange GlobalWarming CO2 CarbonEmission ClimateEmergency,ProthomAlo,"Dhaka, Bangladesh",True,1720089,358,-0.125,0.75,03:53:07,2020,11,13,Reactions halfadozen leading climate scientists study authors acknowledge schematic varied sharply ClimateChange GlobalWarming CO2 CarbonEmission ClimateEmergency ,reaction halfadozen leading climate scientist study author acknowledge schematic varied sharply climatechange globalwarming co carbonemission climateemergency,"['reaction', 'halfadozen', 'leading', 'climate', 'scientist', 'study', 'author', 'acknowledge', 'schematic', 'varied']"
58,2,💧🏸 BettyG,5,Climate change is already here reportno longer possible to limit global warming to 15 degrees but it may be possible to contain it to two degreesTime for climate wars to stop auspol,greensinspa,Sydney Australia,False,4576,3033,0.0,0.6666666666666666,19:37:16,2020,11,12,Climate change already reportno longer possible limit global warming 15 degrees may possible contain two degreesTime climate wars stop auspol ,climate change already reportno longer possible limit global warming degree may possible contain two degreestime climate war stop auspol,"['climate', 'possible', 'change', 'already', 'reportno', 'longer', 'limit', 'global', 'warming', 'degree']"
59,0,Nature’s Essence of Life,1,Glaciers in Chinas bleak Qilian mountains are disappearing at a shocking rate as global warming brings unpredictable change amp raises the prospect of cripplinglongterm water shortages scientists sayGlobalWarming climate green planet climatechange,nmanroe,UK,False,114,628,-0.4733333333333333,0.6599999999999999,09:55:34,2020,11,12,Glaciers Chinas bleak Qilian mountains disappearing shocking rate global warming brings unpredictable change amp raises prospect cripplinglongterm water shortages scientists sayGlobalWarming climate green planet climatechange ,glacier china bleak qilian mountain disappearing shocking rate global warming brings unpredictable change amp raise prospect cripplinglongterm water shortage scientist sayglobalwarming climate green planet climatechange,"['glacier', 'china', 'bleak', 'qilian', 'mountain', 'disappearing', 'shocking', 'rate', 'global', 'warming']"
60,0,Chris Fox,6,Presidentelect Joe Biden is poised to embed action on climate change across the breadth of the federal government from the departments of Agriculture to Treasury to State expanding it beyond environmental agencies to speed US efforts to mitigate global warming,ChristopherNFox,"Boston, MA",False,18451,15267,0.05,0.05,01:07:32,2020,11,12,Presidentelect Joe Biden poised embed action climate change across breadth federal government departments Agriculture Treasury State expanding beyond environmental agencies speed US efforts mitigate global warming ,presidentelect joe biden poised embed action climate change across breadth federal government department agriculture treasury state expanding beyond environmental agency speed u effort mitigate global warming,"['presidentelect', 'joe', 'biden', 'poised', 'embed', 'action', 'climate', 'change', 'across', 'breadth']"
61,0,AccountAbility,2,Presidentelect Joe Biden is poised to embed action on climate change across the breadth of the federal government expanding it beyond environmental agencies to speed US efforts to mitigate global warming via washingtonpost,AAInsights,New York/London/Riyadh/Dubai,False,3988,2352,0.05,0.05,15:48:30,2020,11,11,Presidentelect Joe Biden poised embed action climate change across breadth federal government expanding beyond environmental agencies speed US efforts mitigate global warming via washingtonpost ,presidentelect joe biden poised embed action climate change across breadth federal government expanding beyond environmental agency speed u effort mitigate global warming via washingtonpost,"['presidentelect', 'joe', 'biden', 'poised', 'embed', 'action', 'climate', 'change', 'across', 'breadth']"
62,2,Norwich Research Park,0,Interested in Global Warming Check out this new app from our partners at UEA to get more info about the affect climate change might have where you live climatechange climate app,NorwichResearch,Norwich UK,False,4684,1432,0.2045454545454545,0.3909090909090909,12:05:20,2020,11,10,Interested Global Warming Check new app partners UEA get info affect climate change might live climatechange climate app ,interested global warming check new app partner uea get info affect climate change might live climatechange climate app,"['app', 'climate', 'interested', 'global', 'warming', 'check', 'new', 'partner', 'uea', 'info']"
63,0,"Greg Byrne, NL_Expatriate",0,Covid amp CO2 are LIES built on inconvenient truthsCovid Baby Boomer Bust due to seasonal FLU amp old ageClimate Change is built on the Milankovitch cyclesObliquity is causing global warmingPrecession will cause Global Tsunamis at the Vernal Equinox,ExpatriateNl,Earth,False,1331,3829,-0.125,0.315,04:41:21,2020,11,10,Covid amp CO2 LIES built inconvenient truthsCovid Baby Boomer Bust due seasonal FLU amp old ageClimate Change built Milankovitch cyclesObliquity causing global warmingPrecession cause Global Tsunamis Vernal Equinox ,covid amp co lie built inconvenient truthscovid baby boomer bust due seasonal flu amp old ageclimate change built milankovitch cyclesobliquity causing global warmingprecession cause global tsunami vernal equinox,"['amp', 'built', 'global', 'covid', 'co', 'lie', 'inconvenient', 'truthscovid', 'baby', 'boomer']"
65,2,Just Share,4,There is a disconnect between what investors are asking for and what companies are doing Its time investors reassess their approach to climate engagement push hard for businesswide changes needed to see global warming limited to 15C not 354C ESG,JustShareSA,"Cape Town, South Africa",False,1071,1367,-0.121031746031746,0.2281746031746031,07:58:11,2020,11,09,There disconnect investors asking companies Its time investors reassess approach climate engagement push hard businesswide changes needed see global warming limited 15C 354C ESG ,disconnect investor asking company time investor reassess approach climate engagement push hard businesswide change needed see global warming limited c c esg,"['investor', 'c', 'disconnect', 'asking', 'company', 'time', 'reassess', 'approach', 'climate', 'engagement']"
66,0,"Greg Byrne, NL_Expatriate",0,TYInconvenient truths amp Perennial prophets of DOOMClimate Change is caused by the Milankovitch cyclesObliquity is causing global warmingPrecession will cause Global tsunamisEccentricity is speeding it upCovid19 is the Baby BOOMER Bust amp Seasonal FLU,ExpatriateNl,Earth,False,1331,3829,0.0,0.0,15:56:27,2020,11,01,TYInconvenient truths amp Perennial prophets DOOMClimate Change caused Milankovitch cyclesObliquity causing global warmingPrecession cause Global tsunamisEccentricity speeding upCovid19 Baby BOOMER Bust amp Seasonal FLU ,tyinconvenient truth amp perennial prophet doomclimate change caused milankovitch cyclesobliquity causing global warmingprecession cause global tsunamiseccentricity speeding upcovid baby boomer bust amp seasonal flu,"['amp', 'global', 'tyinconvenient', 'truth', 'perennial', 'prophet', 'doomclimate', 'change', 'caused', 'milankovitch']"
67,0,"Greg Byrne, NL_Expatriate",0,TrudeauWorstPMEver Inconvenient truths amp Perennial prophets of DOOMClimate Change is caused by the Milankovitch cyclesObliquity is causing global warmingPrecession will cause Global tsunamisEccentricity is speeding it upCovid19 is the Baby BOOMER Bust amp Seasonal FLU,ExpatriateNl,Earth,False,1331,3829,-0.1999999999999999,0.3333333333333333,15:55:19,2020,11,01,TrudeauWorstPMEver Inconvenient truths amp Perennial prophets DOOMClimate Change caused Milankovitch cyclesObliquity causing global warmingPrecession cause Global tsunamisEccentricity speeding upCovid19 Baby BOOMER Bust amp Seasonal FLU ,trudeauworstpmever inconvenient truth amp perennial prophet doomclimate change caused milankovitch cyclesobliquity causing global warmingprecession cause global tsunamiseccentricity speeding upcovid baby boomer bust amp seasonal flu,"['amp', 'global', 'trudeauworstpmever', 'inconvenient', 'truth', 'perennial', 'prophet', 'doomclimate', 'change', 'caused']"
68,0,"Greg Byrne, NL_Expatriate",1,cathmckenna We never murder the truth No matter how inconvenientClimate Change is caused by the Milankovitch cyclesObliquity is causing global warmingPrecession will cause Global tsunamisEccentricity is speeding it upCovid19 is the Baby BOOMER Bust amp Seasonal FLU,ExpatriateNl,Earth,False,1331,3829,0.0,0.0,15:52:34,2020,11,01,cathmckenna We never murder truth No matter inconvenientClimate Change caused Milankovitch cyclesObliquity causing global warmingPrecession cause Global tsunamisEccentricity speeding upCovid19 Baby BOOMER Bust amp Seasonal FLU ,cathmckenna never murder truth matter inconvenientclimate change caused milankovitch cyclesobliquity causing global warmingprecession cause global tsunamiseccentricity speeding upcovid baby boomer bust amp seasonal flu,"['global', 'cathmckenna', 'never', 'murder', 'truth', 'matter', 'inconvenientclimate', 'change', 'caused', 'milankovitch']"
70,0,"Tom Gillispie, WRITER/EDITOR",0,climate change NEW Links to FIXING CLIMATE CHANGE climatechange CO2 global warming lawsuits,SptsGuy1,"Rural Hall, NC",False,2281,2155,0.0681818181818181,0.2272727272727272,19:47:52,2020,10,27,climate change NEW Links FIXING CLIMATE CHANGE climatechange CO2 global warming lawsuits ,climate change new link fixing climate change climatechange co global warming lawsuit,"['climate', 'change', 'new', 'link', 'fixing', 'climatechange', 'co', 'global', 'warming', 'lawsuit']"
